id,match
kasten_blau_45_9_0450,von Gran bekommen. Der <mark>Herz</mark>och wirt mit ein deil
kasten_blau_44_7_0372,das er es dem <mark>Herz</mark>och Carl ganz gern gönnen
kasten_blau_44_7_0197,"content zue sein. Den <mark>Herz</mark>og von Saxen betreffendt, so"
kasten_blau_45_9_0275,"von Dietrichstein, auch der <mark>Herz</mark>och. Ihr Mayestät selbsten seint"
kasten_blau_45_15_0354,die könftige post. Der <mark>Herz</mark>och von Lottring ist gestren
kasten_blau_45_9_0236,"befinden, duet mich gleichfals <mark>herz</mark>lich erfrewen, der almechtige verleye"
kasten_blau_45_15_0223,sein her gangen. Der <mark>Herz</mark>och von Mantua ist heündt
kasten_blau_45_9_0301,"der deütschen relation vom <mark>Herz</mark>och, der schreibt mihr, das"
kasten_blau_44_6_0418,"bekommen, warfohr dero Liebden <mark>herz</mark>lich danke. Ihr Mayestät haben"
kasten_blau_44_11_0176,"benach- De-Chiffrierung erneut prüfender <mark>Herz</mark>og von S richt worden, als solte der <mark>Herz</mark>och von S aoien vor"
kasten_blau_45_9_0201,dem beygelegten schreiben vom <mark>Herz</mark>och von Lotring gnädigg ersehn
kasten_blau_45_9_0143,"armée zue bekommen. Der <mark>Herz</mark>och duet sehr rüemen, das"
kasten_blau_45_15_0664,"kommen, weil aber der <mark>Herz</mark>och von Lotring nit in"
kasten_blau_44_8_0415,herrh bruder Bedankhe mich <mark>herz</mark>lich vohr die gratulation zue
kasten_blau_45_15_0497,"alles excusiren. Mit dem <mark>Herz</mark>och Max, hör ich, steht"
kasten_blau_45_15_0460,"MarcoMarc ist hier, empfindt <mark>herz</mark>lich dißes ewer Durchlaucht zuegestoßene"
kasten_blau_44_11_0326,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Dero Liebden"
kasten_blau_45_9_0410,"befinden. Ist mihr woll <mark>herz</mark>lich leidt, das wegen der"
kasten_blau_44_2d_0022,kein zeit gehabt. Den <mark>Herz</mark>og von Saxen Lauenburg will
kasten_blau_45_15_0214,"ganzen dag gemeint, der <mark>Herz</mark>og von Mantua werd kommen,"
kasten_blau_45_15_0689,"dersider gehort, das des <mark>Herz</mark>och von Saxenlauenburg sein fraw"
kasten_blau_45_15_0832,"von der Königin vnd <mark>Herz</mark>och von Lottring empfangen, gott"
kasten_blau_44_7_0338,"vohrlängst ihr Mayestät dem <mark>Herz</mark>och erlaubt, es seinem sohn"
kasten_blau_45_15_0843,bey lezter post des <mark>Herz</mark>och brif vergeßen zuerukh zu
kasten_blau_45_15_0229,"erst mitbringen, welchen der <mark>Herz</mark>och geschikt hatt, dis hatt"
kasten_blau_44_6_0269,"sie förcht, die verwittibte <mark>Herz</mark>ogin von Modena kombt, vm"
kasten_blau_44_11_0103,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Verhoffe, dise"
kasten_blau_44_11_0172,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herr bruder Ich danke"
kasten_blau_45_7_0169,"mit geben werd, beim <mark>Herz</mark>och von Lottring sey anfangs"
kasten_blau_44_8_0117,"vnser frawf schwester, die <mark>Herz</mark>ogin zu Parma, mihr schreibt"
kasten_blau_44_7_0226,dem er ihne mein <mark>herz</mark>lige affection mit mehren versichren
kasten_blau_45_9_0405,"2ten dis, welches mich <mark>herz</mark>lich erfrewet, in deme ich"
kasten_blau_44_6_0336,ist jezt vohr vnsern <mark>Herz</mark>och von Saxen nichts zue
kasten_blau_45_9_0423,"soll, noch weil der <mark>Herz</mark>och hier gewesen, also wirt"
kasten_blau_45_15_0417,"Offen, wohin sie den <mark>Herz</mark>och begleit hatt, so mueß"
kasten_blau_45_8_0432,"geschpühret hab. Bin wohl <mark>herz</mark>lich bedrüebt, das wegen des"
kasten_blau_45_9_0175,ankommen. Inmitels ist der <mark>Herz</mark>och noch drunten bey Corneü-
kasten_blau_44_2b_0005,"empfangen. Ist mihr wohl <mark>herz</mark>lich leidt, das daraus vernommen,"
kasten_blau_45_8_0170,"Dieweilen die heiligeh feyerdag <mark>herz</mark>ue nahen, also hab ich"
kasten_blau_44_10_0257,"vmb welches den almechtigen <mark>herz</mark>lich bitte, darbey aber leben"
kasten_blau_44_7_0355,"welches beids bey dem <mark>Herz</mark>och sich findet, auch dardurch"
kasten_blau_45_9_0437,"noch nichtst versaumt. Der <mark>Herz</mark>och ist vergangen montag wekh,"
kasten_blau_45_15_0231,das dem Freitag vnd <mark>Herz</mark>och von Anhalt schon geschriben
kasten_blau_45_9_0242,sondern Regiments Raht. Der <mark>Herz</mark>och von Lotringen ist vohrgestern
kasten_blau_45_15_0422,"werden, warumb ich ihn <mark>herz</mark>lich bitte. Was mihr ewer"
kasten_blau_44_10_0068,balt volgen. Das dem <mark>Herz</mark>och von Sauoy zue vill
kasten_blau_45_15_0180,"zu sezen, insonderheit dem <mark>Herz</mark>och vnd PaterP Marco gehorsamb"
kasten_blau_45_15_0599,"verleyen. Es ist mihr <mark>herz</mark>lich leidt, das die franzosen"
korrespondenzakten_1147_0005,sichs schon schiken. Den <mark>Herz</mark>och von Saxen werden auch
